"Drug","Neuroticism","Extraversion","Openness","Agreeableness","Cscore","Usage","Education"
"Ecstasy","10","24","29","32","28","CL0","Masters"
"Heroin","10","24","29","32","28","CL0","Masters"
"Ketamine","10","24","29","32","28","CL0","Masters"
"Legalh","10","24","29","32","28","CL2","Masters"
"LSD","10","24","29","32","28","CL1","Masters"
"Meth","10","24","29","32","28","CL0","Masters"
"Mushrooms","10","24","29","32","28","CL3","Masters"
"Nicotine","10","24","29","32","28","CL0","Masters"
"Semer","10","24","29","32","28","CL0","Masters"
"VSA","10","24","29","32","28","CL0","Masters"
"Alcohol","29","17","24","22","28","CL5","Masters"
"Amphet","29","17","24","22","28","CL0","Masters"
"Amyl","29","17","24","22","28","CL2","Masters"
"Benzos","29","17","24","22","28","CL0","Masters"
"Caff","29","17","24","22","28","CL6","Masters"
"Cannabis","29","17","24","22","28","CL5","Masters"
"Choc","29","17","24","22","28","CL5","Masters"
"Coke","29","17","24","22","28","CL0","Masters"
"Crack","29","17","24","22","28","CL0","Masters"
"Ecstasy","29","17","24","22","28","CL0","Masters"
"Heroin","29","17","24","22","28","CL0","Masters"
"Ketamine","29","17","24","22","28","CL0","Masters"
"Legalh","29","17","24","22","28","CL0","Masters"
"LSD","29","17","24","22","28","CL0","Masters"
"Meth","29","17","24","22","28","CL0","Masters"
"Mushrooms","29","17","24","22","28","CL4","Masters"
"Nicotine","29","17","24","22","28","CL6","Masters"
"Semer","29","17","24","22","28","CL0","Masters"
"VSA","29","17","24","22","28","CL1","Masters"
"Alcohol","17","33","30","30","26","CL0","Some College"
"Amphet","17","33","30","30","26","CL2","Some College"
"Amyl","17","33","30","30","26","CL0","Some College"
"Benzos","17","33","30","30","26","CL0","Some College"
"Caff","17","33","30","30","26","CL6","Some College"
"Cannabis","17","33","30","30","26","CL6","Some College"
"Choc","17","33","30","30","26","CL6","Some College"
"Coke","17","33","30","30","26","CL0","Some College"
"Crack","17","33","30","30","26","CL0","Some College"
"Ecstasy","17","33","30","30","26","CL3","Some College"
"Heroin","17","33","30","30","26","CL0","Some College"
"Ketamine","17","33","30","30","26","CL0","Some College"
"Legalh","17","33","30","30","26","CL3","Some College"
"LSD","17","33","30","30","26","CL3","Some College"
"Meth","17","33","30","30","26","CL3","Some College"
"Mushrooms","17","33","30","30","26","CL4","Some College"
"Nicotine","17","33","30","30","26","CL0","Some College"
"Semer","17","33","30","30","26","CL0","Some College"
"VSA","17","33","30","30","26","CL0","Some College"
"Alcohol","32","25","11","16","15","CL2","University Degree"
"Amphet","32","25","11","16","15","CL2","University Degree"
"Amyl","32","25","11","16","15","CL0","University Degree"
"Benzos","32","25","11","16","15","CL2","University Degree"
"Caff","32","25","11","16","15","CL6","University Degree"
"Cannabis","32","25","11","16","15","CL2","University Degree"
"Choc","32","25","11","16","15","CL6","University Degree"
"Coke","32","25","11","16","15","CL2","University Degree"
"Crack","32","25","11","16","15","CL2","University Degree"
"Ecstasy","32","25","11","16","15","CL2","University Degree"
"Heroin","32","25","11","16","15","CL2","University Degree"
"Ketamine","32","25","11","16","15","CL2","University Degree"
"Legalh","32","25","11","16","15","CL3","University Degree"
"LSD","32","25","11","16","15","CL2","University Degree"
"Meth","32","25","11","16","15","CL2","University Degree"
"Mushrooms","32","25","11","16","15","CL2","University Degree"
"Nicotine","32","25","11","16","15","CL3","University Degree"
"Semer","32","25","11","16","15","CL0","University Degree"
"VSA","32","25","11","16","15","CL2","University Degree"
"Alcohol","25","24","30","25","23","CL5","Some College"
"Amphet","25","24","30","25","23","CL5","Some College"
"Amyl","25","24","30","25","23","CL0","Some College"
"Benzos","25","24","30","25","23","CL6","Some College"
"Caff","25","24","30","25","23","CL6","Some College"
"Cannabis","25","24","30","25","23","CL6","Some College"
"Choc","25","24","30","25","23","CL5","Some College"
"Coke","25","24","30","25","23","CL2","Some College"
"Crack","25","24","30","25","23","CL0","Some College"
"Ecstasy","25","24","30","25","23","CL2","Some College"
"Heroin","25","24","30","25","23","CL2","Some College"
"Ketamine","25","24","30","25","23","CL2","Some College"
"Legalh","25","24","30","25","23","CL3","Some College"
"LSD","25","24","30","25","23","CL2","Some College"
"Meth","25","24","30","25","23","CL4","Some College"
"Mushrooms","25","24","30","25","23","CL2","Some College"
"Nicotine","25","24","30","25","23","CL3","Some College"
"Semer","25","24","30","25","23","CL0","Some College"
"VSA","25","24","30","25","23","CL0","Some College"
"Alcohol","21","25","21","23","17","CL5","Some College"
"Amphet","21","25","21","23","17","CL0","Some College"
"Amyl","21","25","21","23","17","CL0","Some College"
"Benzos","21","25","21","23","17","CL0","Some College"
"Caff","21","25","21","23","17","CL6","Some College"
"Cannabis","21","25","21","23","17","CL4","Some College"
"Choc","21","25","21","23","17","CL6","Some College"
"Coke","21","25","21","23","17","CL0","Some College"
"Crack","21","25","21","23","17","CL0","Some College"
"Ecstasy","21","25","21","23","17","CL3","Some College"
"Heroin","21","25","21","23","17","CL0","Some College"
"Ketamine","21","25","21","23","17","CL0","Some College"
"Legalh","21","25","21","23","17","CL0","Some College"
"LSD","21","25","21","23","17","CL3","Some College"
"Meth","21","25","21","23","17","CL2","Some College"
"Mushrooms","21","25","21","23","17","CL3","Some College"
"Nicotine","21","25","21","23","17","CL4","Some College"
"Semer","21","25","21","23","17","CL0","Some College"
"VSA","21","25","21","23","17","CL0","Some College"
"Alcohol","30","29","25","17","16","CL5","16"
"Amphet","30","29","25","17","16","CL4","16"
"Amyl","30","29","25","17","16","CL2","16"
"Benzos","30","29","25","17","16","CL3","16"
"Caff","30","29","25","17","16","CL5","16"
"Cannabis","30","29","25","17","16","CL5","16"
"Choc","30","29","25","17","16","CL5","16"
"Coke","30","29","25","17","16","CL5","16"
"Crack","30","29","25","17","16","CL4","16"
"Ecstasy","30","29","25","17","16","CL3","16"
"Heroin","30","29","25","17","16","CL5","16"
"Ketamine","30","29","25","17","16","CL2","16"
"Legalh","30","29","25","17","16","CL0","16"
"LSD","30","29","25","17","16","CL2","16"
"Meth","30","29","25","17","16","CL4","16"
"Mushrooms","30","29","25","17","16","CL2","16"
"Nicotine","30","29","25","17","16","CL6","16"
"Semer","30","29","25","17","16","CL0","16"
"VSA","30","29","25","17","16","CL1","16"
"Alcohol","15","27","32","34","28","CL2","Some College"
"Amphet","15","27","32","34","28","CL3","Some College"
"Amyl","15","27","32","34","28","CL2","Some College"
"Benzos","15","27","32","34","28","CL0","Some College"
"Caff","15","27","32","34","28","CL2","Some College"
"Cannabis","15","27","32","34","28","CL6","Some College"
"Choc","15","27","32","34","28","CL2","Some College"
"Coke","15","27","32","34","28","CL2","Some College"
"Crack","15","27","32","34","28","CL0","Some College"
"Ecstasy","15","27","32","34","28","CL3","Some College"
"Heroin","15","27","32","34","28","CL0","Some College"
"Ketamine","15","27","32","34","28","CL3","Some College"
"Legalh","15","27","32","34","28","CL3","Some College"
"LSD","15","27","32","34","28","CL3","Some College"
"Meth","15","27","32","34","28","CL0","Some College"
"Mushrooms","15","27","32","34","28","CL3","Some College"
"Nicotine","15","27","32","34","28","CL6","Some College"
"Semer","15","27","32","34","28","CL0","Some College"
"VSA","15","27","32","34","28","CL0","Some College"
"Alcohol","30","32","20","28","37","CL5","Trade School"
"Amphet","30","32","20","28","37","CL5","Trade School"
"Amyl","30","32","20","28","37","CL0","Trade School"
"Benzos","30","32","20","28","37","CL3","Trade School"
"Caff","30","32","20","28","37","CL4","Trade School"
"Cannabis","30","32","20","28","37","CL5","Trade School"
"Choc","30","32","20","28","37","CL6","Trade School"
"Coke","30","32","20","28","37","CL5","Trade School"
"Crack","30","32","20","28","37","CL0","Trade School"
"Ecstasy","30","32","20","28","37","CL3","Trade School"
"Heroin","30","32","20","28","37","CL3","Trade School"
"Ketamine","30","32","20","28","37","CL3","Trade School"
"Legalh","30","32","20","28","37","CL0","Trade School"
"LSD","30","32","20","28","37","CL2","Trade School"
"Meth","30","32","20","28","37","CL6","Trade School"
"Mushrooms","30","32","20","28","37","CL3","Trade School"
"Nicotine","30","32","20","28","37","CL6","Trade School"
"Semer","30","32","20","28","37","CL0","Trade School"
"VSA","30","32","20","28","37","CL0","Trade School"
"Alcohol","38","18","18","11","12","CL4","17"
"Amphet","38","18","18","11","12","CL6","17"
"Amyl","38","18","18","11","12","CL3","17"
"Benzos","38","18","18","11","12","CL6","17"
"Caff","38","18","18","11","12","CL6","17"
"Cannabis","38","18","18","11","12","CL4","17"
"Choc","38","18","18","11","12","CL6","17"
"Coke","38","18","18","11","12","CL5","17"
"Crack","38","18","18","11","12","CL5","17"
"Ecstasy","38","18","18","11","12","CL4","17"
"Heroin","38","18","18","11","12","CL6","17"
"Ketamine","38","18","18","11","12","CL4","17"
"Legalh","38","18","18","11","12","CL0","17"
"LSD","38","18","18","11","12","CL2","17"
"Meth","38","18","18","11","12","CL6","17"
"Mushrooms","38","18","18","11","12","CL3","17"
"Nicotine","38","18","18","11","12","CL6","17"
"Semer","38","18","18","11","12","CL0","17"
"VSA","38","18","18","11","12","CL0","17"
"Alcohol","15","38","28","23","31","CL5","Some College"
"Amphet","15","38","28","23","31","CL5","Some College"
"Amyl","15","38","28","23","31","CL0","Some College"
"Benzos","15","38","28","23","31","CL4","Some College"
"Caff","15","38","28","23","31","CL6","Some College"
"Cannabis","15","38","28","23","31","CL6","Some College"
"Choc","15","38","28","23","31","CL4","Some College"
"Coke","15","38","28","23","31","CL3","Some College"
"Crack","15","38","28","23","31","CL0","Some College"
"Ecstasy","15","38","28","23","31","CL5","Some College"
"Heroin","15","38","28","23","31","CL0","Some College"
"Ketamine","15","38","28","23","31","CL0","Some College"
"Legalh","15","38","28","23","31","CL4","Some College"
"LSD","15","38","28","23","31","CL0","Some College"
"Meth","15","38","28","23","31","CL3","Some College"
"Mushrooms","15","38","28","23","31","CL3","Some College"
"Nicotine","15","38","28","23","31","CL4","Some College"
"Semer","15","38","28","23","31","CL0","Some College"
"VSA","15","38","28","23","31","CL0","Some College"
"Alcohol","35","15","28","17","15","CL3","Some College"
"Amphet","35","15","28","17","15","CL6","Some College"
"Amyl","35","15","28","17","15","CL0","Some College"
"Benzos","35","15","28","17","15","CL6","Some College"
"Caff","35","15","28","17","15","CL4","Some College"
"Cannabis","35","15","28","17","15","CL2","Some College"
"Choc","35","15","28","17","15","CL5","Some College"
"Coke","35","15","28","17","15","CL2","Some College"
"Crack","35","15","28","17","15","CL0","Some College"
"Ecstasy","35","15","28","17","15","CL2","Some College"
"Heroin","35","15","28","17","15","CL2","Some College"
"Ketamine","35","15","28","17","15","CL2","Some College"
"Legalh","35","15","28","17","15","CL2","Some College"
"LSD","35","15","28","17","15","CL2","Some College"
"Meth","35","15","28","17","15","CL0","Some College"
"Mushrooms","35","15","28","17","15","CL0","Some College"
"Nicotine","35","15","28","17","15","CL6","Some College"
"Semer","35","15","28","17","15","CL0","Some College"
"VSA","35","15","28","17","15","CL0","Some College"
"Alcohol","31","29","28","21","11","CL6","Some College"
"Amphet","31","29","28","21","11","CL0","Some College"
"Amyl","31","29","28","21","11","CL0","Some College"
"Benzos","31","29","28","21","11","CL0","Some College"
"Caff","31","29","28","21","11","CL6","Some College"
"Cannabis","31","29","28","21","11","CL6","Some College"
"Choc","31","29","28","21","11","CL6","Some College"
"Coke","31","29","28","21","11","CL0","Some College"
"Crack","31","29","28","21","11","CL0","Some College"
"Ecstasy","31","29","28","21","11","CL3","Some College"
"Heroin","31","29","28","21","11","CL0","Some College"
"Ketamine","31","29","28","21","11","CL2","Some College"
"Legalh","31","29","28","21","11","CL5","Some College"
"LSD","31","29","28","21","11","CL2","Some College"
"Meth","31","29","28","21","11","CL0","Some College"
"Mushrooms","31","29","28","21","11","CL2","Some College"
"Nicotine","31","29","28","21","11","CL6","Some College"
"Semer","31","29","28","21","11","CL0","Some College"
"VSA","31","29","28","21","11","CL0","Some College"
"Alcohol","25","23","20","20","22","CL6","University Degree"
"Amphet","25","23","20","20","22","CL2","University Degree"
"Amyl","25","23","20","20","22","CL2","University Degree"
"Benzos","25","23","20","20","22","CL2","University Degree"
"Caff","25","23","20","20","22","CL3","University Degree"
"Cannabis","25","23","20","20","22","CL6","University Degree"
"Choc","25","23","20","20","22","CL4","University Degree"
"Coke","25","23","20","20","22","CL4","University Degree"
"Crack","25","23","20","20","22","CL2","University Degree"
"Ecstasy","25","23","20","20","22","CL2","University Degree"
"Heroin","25","23","20","20","22","CL0","University Degree"
"Ketamine","25","23","20","20","22","CL2","University Degree"
"Legalh","25","23","20","20","22","CL2","University Degree"
"LSD","25","23","20","20","22","CL4","University Degree"
"Meth","25","23","20","20","22","CL2","University Degree"
"Mushrooms","25","23","20","20","22","CL2","University Degree"
"Nicotine","25","23","20","20","22","CL4","University Degree"
"Semer","25","23","20","20","22","CL0","University Degree"
"VSA","25","23","20","20","22","CL0","University Degree"
"Alcohol"," 9","32","33","29","31","CL0","Some College"
"Amphet"," 9","32","33","29","31","CL0","Some College"
"Amyl"," 9","32","33","29","31","CL0","Some College"
"Benzos"," 9","32","33","29","31","CL0","Some College"
"Caff"," 9","32","33","29","31","CL5","Some College"
"Cannabis"," 9","32","33","29","31","CL6","Some College"
"Choc"," 9","32","33","29","31","CL5","Some College"
"Coke"," 9","32","33","29","31","CL0","Some College"
"Crack"," 9","32","33","29","31","CL0","Some College"
"Ecstasy"," 9","32","33","29","31","CL0","Some College"
"Heroin"," 9","32","33","29","31","CL0","Some College"
"Ketamine"," 9","32","33","29","31","CL0","Some College"
"Legalh"," 9","32","33","29","31","CL3","Some College"
"LSD"," 9","32","33","29","31","CL5","Some College"
"Meth"," 9","32","33","29","31","CL2","Some College"
"Mushrooms"," 9","32","33","29","31","CL3","Some College"
"Nicotine"," 9","32","33","29","31","CL5","Some College"
"Semer"," 9","32","33","29","31","CL0","Some College"
"VSA"," 9","32","33","29","31","CL0","Some College"
"Alcohol","40","20","20","13","20","CL6","Some College"
"Amphet","40","20","20","13","20","CL1","Some College"
"Amyl","40","20","20","13","20","CL4","Some College"
"Benzos","40","20","20","13","20","CL4","Some College"
"Caff","40","20","20","13","20","CL6","Some College"
"Cannabis","40","20","20","13","20","CL6","Some College"
"Choc","40","20","20","13","20","CL5","Some College"
"Coke","40","20","20","13","20","CL4","Some College"
"Crack","40","20","20","13","20","CL0","Some College"
"Ecstasy","40","20","20","13","20","CL3","Some College"
"Heroin","40","20","20","13","20","CL0","Some College"
"Ketamine","40","20","20","13","20","CL0","Some College"
"Legalh","40","20","20","13","20","CL6","Some College"
